satellite ,lat,long,vitesse(m/s),hdop,course,alt,date,,,time,,,angle,intensit+//3//Q-
0,48.878696,1.898519,0.005144,99.989997,240.470001,INVALID,6,2,2025,16,6,43,38,38.42
0,48.878696,1.898519,0.005144,99.989997,240.470001,INVALID,6,2,2025,16,6,43,38,38.81
0,48.878704,1.898508,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,33,38,39.08
0,48.878704,1.898508,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,33,38,38.9
0,48.878704,1.898509,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,34,38,39.11
0,48.878704,1.898509,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,34,38,38.83
0,48.878704,1.898509,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,35,38,39.12
0,48.878704,1.898509,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,35,38,39.15
0,48.878707,1.898507,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,31,38,39.09
0,48.878707,1.898507,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,31,38,38.93
0,48.878711,1.898503,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,26,38,39.1
0,48.878711,1.898503,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,26,38,38.93
0,48.878711,1.898519,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,56,38,47.66
0,48.878711,1.898519,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,56,38,46.3
0,48.878715,1.898519,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,58,38,43.86
0,48.878715,1.898519,0.010289,99.989997,240.470001,INVALID,6,2,2025,16,6,58,38,37.55
0,48.878707,1.898508,0.015433,99.989997,240.470001,INVALID,6,2,2025,16,6,32,38,39.13
0,48.878707,1.898508,0.015433,99.989997,240.470001,INVALID,6,2,2025,16,6,32,38,38.87
0,48.878711,1.898504,0.015433,99.989997,240.470001,INVALID,6,2,2025,16,6,27,38,39.19
0,48.878711,1.898504,0.015433,99.989997,240.470001,INVALID,6,2,2025,16,6,27,38,38.86
0,48.878715,1.898501,0.015433,99.989997,240.470001,INVALID,6,2,2025,16,6,24,38,39.1
0,48.878715,1.898501,0.015433,99.989997,240.470001,INVALID,6,2,2025,16,6,24,38,38.93
0,48.878974,1.899522,0.015433,99.989997,335.579986,INVALID,6,2,2025,16,5,9,36,66.56
0,48.878974,1.899522,0.015433,99.989997,335.579986,INVALID,6,2,2025,16,5,9,36,66.56
0,48.878704,1.898509,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,36,38,39.27
0,48.878704,1.898509,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,36,38,38.64
0,48.878707,1.898505,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,29,38,39.27
0,48.878707,1.898505,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,29,38,39.02
0,48.878711,1.898502,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,25,38,39.05
0,48.878711,1.898502,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,25,38,38.83
0,48.878715,1.898501,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,23,38,39.04
0,48.878715,1.898501,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,23,38,38.85
0,48.878715,1.898519,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,57,38,49.9
0,48.878715,1.898519,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,57,38,46.21
0,48.878719,1.8985,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,20,38,38.97
0,48.878719,1.8985,0.020578,99.989997,240.470001,INVALID,6,2,2025,16,6,20,38,38.82
0,48.878696,1.898519,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,48,38,41.08
0,48.878696,1.898519,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,48,38,46.62
0,48.878707,1.898506,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,30,38,39.06
0,48.878707,1.898506,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,30,38,38.82
0,48.878711,1.898505,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,28,38,38.96
0,48.878711,1.898505,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,28,38,39.34
0,48.878711,1.898518,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,55,38,49.2
0,48.878711,1.898518,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,55,38,45.98
0,48.878719,1.898499,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,19,38,39
0,48.878719,1.898499,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,19,38,38.83
0,48.878719,1.8985,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,21,38,38.98
0,48.878719,1.8985,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,21,38,38.78
0,48.878723,1.898499,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,18,38,39.17
0,48.878723,1.898499,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,18,38,38.9
0,48.87873,1.898495,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,12,38,38.72
0,48.87873,1.898495,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,12,38,38.6
0,48.87873,1.898497,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,13,38,38.75
0,48.87873,1.898497,0.025722,99.989997,240.470001,INVALID,6,2,2025,16,6,13,38,38.67
0,48.878707,1.898517,0.030867,99.989997,240.470001,INVALID,6,2,2025,16,6,54,38,45.01
0,48.878707,1.898517,0.030867,99.989997,240.470001,INVALID,6,2,2025,16,6,54,38,41.23
0,48.878715,1.898519,0.030867,99.989997,240.470001,INVALID,6,2,2025,16,6,59,38,39.75
0,48.878715,1.898519,0.030867,99.989997,240.470001,INVALID,6,2,2025,16,6,59,38,38.47
0,48.878734,1.898495,0.030867,99.989997,240.470001,INVALID,6,2,2025,16,6,11,38,38.71
0,48.878734,1.898495,0.030867,99.989997,240.470001,INVALID,6,2,2025,16,6,11,38,38.56
0,48.878974,1.899523,0.030867,99.989997,335.579986,INVALID,6,2,2025,16,5,10,36,66.56
0,48.878974,1.899523,0.030867,99.989997,335.579986,INVALID,6,2,2025,16,5,10,36,66.56
0,48.878974,1.899523,0.030867,99.989997,335.579986,INVALID,6,2,2025,16,5,11,36,66.56
0,48.878974,1.899523,0.030867,99.989997,335.579986,INVALID,6,2,2025,16,5,11,35,66.56
0,48.878974,1.899523,0.030867,99.989997,335.579986,INVALID,6,2,2025,16,5,13,36,66.56
0,48.878974,1.899523,0.030867,99.989997,335.579986,INVALID,6,2,2025,16,5,13,36,66.56
0,48.878715,1.8985,0.036011,99.989997,240.470001,INVALID,6,2,2025,16,6,22,38,38.91
0,48.878715,1.8985,0.036011,99.989997,240.470001,INVALID,6,2,2025,16,6,22,38,38.72
0,48.878723,1.898499,0.036011,99.989997,240.470001,INVALID,6,2,2025,16,6,17,38,39.24
0,48.878723,1.898499,0.036011,99.989997,240.470001,INVALID,6,2,2025,16,6,17,38,39.08
0,48.878734,1.898495,0.036011,99.989997,240.470001,INVALID,6,2,2025,16,6,10,38,38.52
0,48.878734,1.898495,0.036011,99.989997,240.470001,INVALID,6,2,2025,16,6,10,38,38.44
0,48.878696,1.898516,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,42,38,38.09
0,48.878696,1.898516,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,42,38,38.05
0,48.878723,1.898498,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,16,38,38.72
0,48.878723,1.898498,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,16,38,38.98
0,48.878726,1.898497,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,14,38,38.85
0,48.878726,1.898497,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,14,38,38.25
0,48.878726,1.898498,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,15,39,37.48
0,48.878726,1.898498,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,15,38,38.24
0,48.878738,1.898495,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,9,38,38.27
0,48.878738,1.898495,0.041156,99.989997,240.470001,INVALID,6,2,2025,16,6,9,38,38.2
0,48.878696,1.898519,0.0463,99.989997,240.470001,INVALID,6,2,2025,16,6,44,38,42.24
0,48.878696,1.898519,0.0463,99.989997,240.470001,INVALID,6,2,2025,16,6,44,38,47.12
0,48.878704,1.89851,0.0463,99.989997,240.470001,INVALID,6,2,2025,16,6,37,38,36.36
0,48.878704,1.89851,0.0463,99.989997,240.470001,INVALID,6,2,2025,16,6,37,38,40.85
0,48.878742,1.898495,0.0463,99.989997,240.470001,INVALID,6,2,2025,16,6,8,38,38.03
0,48.878742,1.898495,0.0463,99.989997,240.470001,INVALID,6,2,2025,16,6,8,38,38.04
0,48.878704,1.898511,0.051444,99.989997,240.470001,INVALID,6,2,2025,16,6,38,38,40.3
0,48.878704,1.898511,0.051444,99.989997,240.470001,INVALID,6,2,2025,16,6,38,38,36.41
0,48.878746,1.898494,0.051444,99.989997,240.470001,INVALID,6,2,2025,16,6,7,38,37.81
0,48.878746,1.898494,0.051444,99.989997,240.470001,INVALID,6,2,2025,16,6,7,38,37.8
0,48.878715,1.898518,0.056589,99.989997,240.470001,INVALID,6,2,2025,16,7,0,38,30.73
0,48.878753,1.898495,0.056589,99.989997,240.470001,INVALID,6,2,2025,16,6,5,38,37.5
0,48.878753,1.898495,0.056589,99.989997,240.470001,INVALID,6,2,2025,16,6,5,38,37.56
0,48.878696,1.898518,0.072022,99.989997,240.470001,INVALID,6,2,2025,16,6,45,38,45.5
0,48.878696,1.898518,0.072022,99.989997,240.470001,INVALID,6,2,2025,16,6,45,38,42.59
0,48.878974,1.899523,0.072022,99.989997,335.579986,INVALID,6,2,2025,16,5,12,36,66.56
0,48.878974,1.899523,0.072022,99.989997,335.579986,INVALID,6,2,2025,16,5,12,36,66.56
0,48.878749,1.898494,0.077167,99.989997,240.470001,INVALID,6,2,2025,16,6,6,38,37.8
0,48.878749,1.898494,0.077167,99.989997,240.470001,INVALID,6,2,2025,16,6,6,38,37.8
0,48.878704,1.898513,0.082311,99.989997,240.470001,INVALID,6,2,2025,16,6,39,38,35.11
0,48.878704,1.898513,0.082311,99.989997,240.470001,INVALID,6,2,2025,16,6,39,38,23.55
0,48.878696,1.898518,0.087456,99.989997,240.470001,INVALID,6,2,2025,16,6,46,38,40.51
0,48.878696,1.898518,0.087456,99.989997,240.470001,INVALID,6,2,2025,16,6,46,38,39.83
0,48.878707,1.898519,0.0926,99.989997,240.470001,INVALID,6,2,2025,16,6,53,38,42.12
0,48.878707,1.898519,0.0926,99.989997,240.470001,INVALID,6,2,2025,16,6,53,38,40.01
0,48.878757,1.898496,0.0926,99.989997,240.470001,INVALID,6,2,2025,16,6,3,38,36.78
0,48.878757,1.898496,0.0926,99.989997,240.470001,INVALID,6,2,2025,16,6,3,38,37.01
0,48.878757,1.898494,0.0926,99.989997,240.470001,INVALID,6,2,2025,16,6,4,38,37.13
0,48.878757,1.898494,0.0926,99.989997,240.470001,INVALID,6,2,2025,16,6,4,38,37.27
0,48.8787,1.898513,0.108033,99.989997,240.470001,INVALID,6,2,2025,16,6,40,38,26.02
0,48.8787,1.898513,0.108033,99.989997,240.470001,INVALID,6,2,2025,16,6,40,38,31.01
0,48.878696,1.898518,0.113178,99.989997,240.470001,INVALID,6,2,2025,16,6,47,38,41.09
0,48.878696,1.898518,0.113178,99.989997,240.470001,INVALID,6,2,2025,16,6,47,38,40.28
0,48.878707,1.89852,0.118322,99.989997,240.470001,INVALID,6,2,2025,16,6,52,38,37.05
0,48.878707,1.89852,0.118322,99.989997,240.470001,INVALID,6,2,2025,16,6,52,38,40.95
0,48.8787,1.898514,0.123467,99.989997,240.470001,INVALID,6,2,2025,16,6,41,38,35.49
0,48.8787,1.898514,0.123467,99.989997,240.470001,INVALID,6,2,2025,16,6,41,38,36.66
0,48.878761,1.898497,0.149189,99.989997,240.470001,INVALID,6,2,2025,16,6,2,38,36.41
0,48.878761,1.898497,0.149189,99.989997,240.470001,INVALID,6,2,2025,16,6,2,38,36.74
0,48.8787,1.898521,0.180056,99.989997,240.470001,INVALID,6,2,2025,16,6,49,38,38.7
0,48.8787,1.898521,0.180056,99.989997,240.470001,INVALID,6,2,2025,16,6,49,38,38.82
0,48.878704,1.89852,0.226356,99.989997,240.470001,INVALID,6,2,2025,16,6,51,38,56.77
0,48.878704,1.89852,0.226356,99.989997,240.470001,INVALID,6,2,2025,16,6,51,38,35.35
0,48.878704,1.898521,0.298378,99.989997,240.470001,INVALID,6,2,2025,16,6,50,38,35.47
0,48.878704,1.898521,0.298378,99.989997,240.470001,INVALID,6,2,2025,16,6,50,38,39.58
0,48.878974,1.899519,0.550455,99.989997,335.579986,INVALID,6,2,2025,16,5,14,36,66.56
0,48.878974,1.899519,0.550455,99.989997,335.579986,INVALID,6,2,2025,16,5,14,36,66.56
0,48.878772,1.898491,0.8797,99.989997,240.470001,INVALID,6,2,2025,16,6,1,38,36.19
0,48.878772,1.898491,0.8797,99.989997,240.470001,INVALID,6,2,2025,16,6,1,38,36.48
0,48.878772,1.898497,1.563911,99.989997,238.839996,INVALID,6,2,2025,16,6,0,38,35.84
0,48.878772,1.898497,1.563911,99.989997,238.839996,INVALID,6,2,2025,16,6,0,38,36.21
0,48.878971,1.899498,2.345866,99.989997,314.380004,INVALID,6,2,2025,16,5,15,36,66.56
0,48.878971,1.899498,2.345866,99.989997,314.380004,INVALID,6,2,2025,16,5,15,36,66.56
0,48.878776,1.898496,3.153544,99.989997,238.779998,INVALID,6,2,2025,16,5,59,38,36.4
0,48.878776,1.898496,3.153544,99.989997,238.779998,INVALID,6,2,2025,16,5,59,38,36.31
0,48.878784,1.898508,5.026122,99.989997,238.339996,INVALID,6,2,2025,16,5,58,38,38.38
0,48.878784,1.898508,5.026122,99.989997,238.339996,INVALID,6,2,2025,16,5,58,39,37.77
0,48.879062,1.899238,6.2042,99.989997,274.98001,INVALID,6,2,2025,16,5,51,36,66.56
0,48.879062,1.899238,6.2042,99.989997,274.98001,INVALID,6,2,2025,16,5,51,36,66.56
0,48.879062,1.899238,6.2042,99.989997,274.98001,INVALID,6,2,2025,16,5,52,36,66.56
0,48.879062,1.899238,6.2042,99.989997,274.98001,INVALID,6,2,2025,16,5,52,36,66.56
0,48.879062,1.899238,6.2042,99.989997,274.98001,INVALID,6,2,2025,16,5,52,36,66.56
0,48.878971,1.899427,6.682633,99.989997,279.73001,INVALID,6,2,2025,16,5,16,36,66.56
0,48.878971,1.899427,6.682633,99.989997,279.73001,INVALID,6,2,2025,16,5,16,36,66.56
0,48.878787,1.898533,7.840133,99.989997,237.289993,INVALID,6,2,2025,16,5,57,38,45.99
0,48.878787,1.898533,7.840133,99.989997,237.289993,INVALID,6,2,2025,16,5,57,38,42.22
0,48.878963,1.899313,9.136533,99.989997,268.260009,INVALID,6,2,2025,16,5,17,36,66.56
0,48.878963,1.899313,9.136533,99.989997,268.260009,INVALID,6,2,2025,16,5,17,36,66.56
0,48.878978,1.898981,9.532655,99.989997,254.949996,INVALID,6,2,2025,16,5,53,36,66.56
0,48.878978,1.898981,9.532655,99.989997,254.949996,INVALID,6,2,2025,16,5,53,36,66.56
0,48.87881,1.898599,9.913344,99.989997,237.789993,INVALID,6,2,2025,16,5,56,38,44.58
0,48.87881,1.898599,9.913344,99.989997,237.789993,INVALID,6,2,2025,16,5,56,38,46.12
0,48.878925,1.898837,10.155133,99.989997,245.929992,INVALID,6,2,2025,16,5,54,36,66.56
0,48.878925,1.898837,10.155133,99.989997,245.929992,INVALID,6,2,2025,16,5,54,36,66.56
0,48.878868,1.898707,10.391777,99.989997,240.440002,INVALID,6,2,2025,16,5,55,36,66.56
0,48.878868,1.898707,10.391777,99.989997,240.440002,INVALID,6,2,2025,16,5,55,36,66.56
0,48.877811,1.900145,11.497833,99.989997,126.419998,INVALID,6,2,2025,16,5,33,36,66.56
0,48.877811,1.900145,11.497833,99.989997,126.419998,INVALID,6,2,2025,16,5,33,36,66.56
0,48.877811,1.900145,11.497833,99.989997,126.419998,INVALID,6,2,2025,16,5,34,36,66.56
0,48.877811,1.900145,11.497833,99.989997,126.419998,INVALID,6,2,2025,16,5,34,36,66.56
0,48.877811,1.900145,11.497833,99.989997,126.419998,INVALID,6,2,2025,16,5,34,36,66.56
0,48.877811,1.900145,11.497833,99.989997,126.419998,INVALID,6,2,2025,16,5,35,36,66.56
0,48.877811,1.900145,11.497833,99.989997,126.419998,INVALID,6,2,2025,16,5,35,36,66.56
4,48.877811,1.900145,11.497833,14.87,126.419998,INVALID,6,2,2025,16,5,35,36,66.56
0,48.878948,1.899155,12.290078,99.989997,261.950012,INVALID,6,2,2025,16,5,18,36,66.56
0,48.878948,1.899155,12.290078,99.989997,261.950012,INVALID,6,2,2025,16,5,18,36,66.56
0,48.879035,1.899856,12.850822,99.989997,287.649993,INVALID,6,2,2025,16,5,47,36,66.56
0,48.879035,1.899856,12.850822,99.989997,287.649993,INVALID,6,2,2025,16,5,47,36,66.56
4,48.877887,1.900556,14.286122,14.87,102.089996,INVALID,6,2,2025,16,5,36,36,66.56
4,48.877887,1.900556,14.286122,14.87,102.089996,INVALID,6,2,2025,16,5,36,36,66.56
4,48.877887,1.900556,14.286122,14.87,102.089996,INVALID,6,2,2025,16,5,37,36,66.56
4,48.877887,1.900556,14.286122,14.87,102.089996,INVALID,6,2,2025,16,5,37,36,66.56
0,48.877887,1.900556,14.286122,99.989997,102.089996,INVALID,6,2,2025,16,5,37,36,66.56
0,48.877887,1.900556,14.286122,99.989997,102.089996,INVALID,6,2,2025,16,5,38,36,66.56
0,48.877887,1.900556,14.286122,99.989997,102.089996,INVALID,6,2,2025,16,5,38,36,66.56
0,48.877887,1.900556,14.286122,99.989997,102.089996,INVALID,6,2,2025,16,5,38,36,66.56
0,48.877887,1.900556,14.286122,99.989997,102.089996,INVALID,6,2,2025,16,5,39,36,66.56
0,48.877887,1.900556,14.286122,99.989997,102.089996,INVALID,6,2,2025,16,5,39,36,66.56
0,48.877887,1.900556,14.286122,99.989997,102.089996,INVALID,6,2,2025,16,5,39,36,66.56
0,48.878921,1.898968,14.641088,99.989997,257.48001,INVALID,6,2,2025,16,5,19,36,66.56
0,48.878921,1.898968,14.641088,99.989997,257.48001,INVALID,6,2,2025,16,5,19,36,66.56
0,48.878238,1.90095,15.299577,99.989997,37.880001,INVALID,6,2,2025,16,5,40,36,66.56
0,48.878238,1.90095,15.299577,99.989997,37.880001,INVALID,6,2,2025,16,5,40,36,66.56
7,48.878555,1.898428,15.433333,1.28,173.589996,INVALID,6,2,2025,16,5,24,36,66.56
7,48.878555,1.898428,15.433333,1.28,173.589996,INVALID,6,2,2025,16,5,24,36,66.56
0,48.879055,1.899658,15.474488,99.989997,281.760009,INVALID,6,2,2025,16,5,48,36,66.56
0,48.879055,1.899658,15.474488,99.989997,281.760009,INVALID,6,2,2025,16,5,48,36,66.56
0,48.879081,1.899449,15.973499,99.989997,283.380004,INVALID,6,2,2025,16,5,49,36,66.56
0,48.879081,1.899449,15.973499,99.989997,283.380004,INVALID,6,2,2025,16,5,49,36,66.56
0,48.879013,1.900033,16.282165,99.989997,292.73001,INVALID,6,2,2025,16,5,46,36,66.56
0,48.879013,1.900033,16.282165,99.989997,292.73001,INVALID,6,2,2025,16,5,46,36,66.56
0,48.879116,1.899229,16.369621,99.989997,284.109985,INVALID,6,2,2025,16,5,50,36,66.56
0,48.879116,1.899229,16.369621,99.989997,284.109985,INVALID,6,2,2025,16,5,50,36,66.56
0,48.8787,1.900901,17.71232,99.989997,312.23001,INVALID,6,2,2025,16,5,42,36,66.56
0,48.8787,1.900901,17.71232,99.989997,312.23001,INVALID,6,2,2025,16,5,42,36,66.56
0,48.878902,1.898743,17.830642,99.989997,262.809997,INVALID,6,2,2025,16,5,20,36,66.56
0,48.878902,1.898743,17.830642,99.989997,262.809997,INVALID,6,2,2025,16,5,20,36,66.56
0,48.878555,1.901058,18.051855,99.989997,339.190002,INVALID,6,2,2025,16,5,41,36,66.56
0,48.878555,1.901058,18.051855,99.989997,339.190002,INVALID,6,2,2025,16,5,41,36,66.56
0,48.878959,1.900234,18.73092,99.989997,301.410003,INVALID,6,2,2025,16,5,45,36,66.56
0,48.878959,1.900234,18.73092,99.989997,301.410003,INVALID,6,2,2025,16,5,45,36,66.56
0,48.878791,1.900682,18.772075,99.989997,301.700012,INVALID,6,2,2025,16,5,43,36,66.56
0,48.878791,1.900682,18.772075,99.989997,301.700012,INVALID,6,2,2025,16,5,43,36,66.56
0,48.878883,1.900445,21.719842,99.989997,301.399993,INVALID,6,2,2025,16,5,44,36,66.56
0,48.878883,1.900445,21.719842,99.989997,301.399993,INVALID,6,2,2025,16,5,44,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,28,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,28,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,29,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,29,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,29,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,30,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,30,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,30,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,31,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,31,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,31,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,32,35,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,32,36,66.56
0,48.877937,1.899457,22.265153,99.989997,124.68,INVALID,6,2,2025,16,5,32,36,66.56
0,48.878917,1.89841,25.886842,99.989997,272.260009,INVALID,6,2,2025,16,5,21,36,66.56
0,48.878917,1.89841,25.886842,99.989997,272.260009,INVALID,6,2,2025,16,5,21,36,66.56
0,48.878917,1.89841,25.886842,99.989997,272.260009,INVALID,6,2,2025,16,5,22,36,66.56
0,48.878917,1.89841,25.886842,99.989997,272.260009,INVALID,6,2,2025,16,5,22,36,66.56
0,48.878917,1.89841,25.886842,99.989997,272.260009,INVALID,6,2,2025,16,5,22,36,66.56
0,48.878917,1.89841,25.886842,99.989997,272.260009,INVALID,6,2,2025,16,5,23,36,66.56
0,48.878917,1.89841,25.886842,99.989997,272.260009,INVALID,6,2,2025,16,5,23,36,66.56
7,48.878917,1.89841,25.886842,1.28,272.260009,INVALID,6,2,2025,16,5,23,36,66.56
0,48.877998,1.899141,26.303543,99.989997,130.470001,INVALID,6,2,2025,16,5,27,36,66.56
0,48.877998,1.899141,26.303543,99.989997,130.470001,INVALID,6,2,2025,16,5,27,36,66.56
7,48.878326,1.898587,27.265554,1.28,156.710006,INVALID,6,2,2025,16,5,25,36,66.56
7,48.878326,1.898587,27.265554,1.28,156.710006,INVALID,6,2,2025,16,5,25,36,66.56
7,48.878326,1.898587,27.265554,1.28,156.710006,INVALID,6,2,2025,16,5,26,36,66.56
7,48.878326,1.898587,27.265554,1.28,156.710006,INVALID,6,2,2025,16,5,26,36,66.56
0,48.878326,1.898587,27.265554,99.989997,156.710006,INVALID,6,2,2025,16,5,26,36,66.56
